journal,issn,doi,url
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edr021,https://doi.org/10.1093/ijpor/edr021
Human Rights Law Review,1461-7781,10.1093/hrlr/ngx007,https://doi.org/10.1093/hrlr/ngx007
Socio-Economic Review,1475-1461,10.1093/ser/mwr028,https://doi.org/10.1093/ser/mwr028
Parliamentary Affairs,0031-2290,10.1093/pa/gsq022,https://doi.org/10.1093/pa/gsq022
Foreign Policy Analysis,1743-8586,10.1111/fpa.2010.6.issue-3,https://doi.org/10.1111/fpa.2010.6.issue-3
International Affairs,0020-5850,10.1111/1468-2346.12052,https://doi.org/10.1111/1468-2346.12052
International Studies Review,1521-9488,10.1093/isr/viad045,https://doi.org/10.1093/isr/viad045
Science and Public Policy,0302-3427,10.1093/scipol/scaa055,https://doi.org/10.1093/scipol/scaa055
Socio-Economic Review,1475-1461,10.1093/ser/mwt005,https://doi.org/10.1093/ser/mwt005
Foreign Policy Analysis,1743-8586,10.1111/fpa.12001,https://doi.org/10.1111/fpa.12001
International Affairs,0020-5850,10.1093/ia/iiad238,https://doi.org/10.1093/ia/iiad238
African Affairs,0001-9909,10.1093/afraf/ady046,https://doi.org/10.1093/afraf/ady046
African Affairs,0001-9909,10.1093/afraf/adu026,https://doi.org/10.1093/afraf/adu026
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjab037,https://doi.org/10.1093/publius/pjab037
International Studies Review,1521-9488,10.1093/isr/viz061,https://doi.org/10.1093/isr/viz061
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muaa021,https://doi.org/10.1093/jopart/muaa021
Foreign Policy Analysis,1743-8586,10.1093/fpa/orz019,https://doi.org/10.1093/fpa/orz019
International Studies Review,1521-9488,10.1093/isr/viy026,https://doi.org/10.1093/isr/viy026
Political Science Quarterly,0032-3195,10.1002/j.1538-165x.2011.tb00700.x,https://doi.org/10.1002/j.1538-165x.2011.tb00700.x
Public Opinion Quarterly,0033-362X,10.1093/poq/nfq021,https://doi.org/10.1093/poq/nfq021
Parliamentary Affairs,0031-2290,10.1093/pa/gsy033,https://doi.org/10.1093/pa/gsy033
International Affairs,0020-5850,10.1111/1468-2346.12146,https://doi.org/10.1111/1468-2346.12146
Political Science Quarterly,0032-3195,10.1002/polq.13122,https://doi.org/10.1002/polq.13122
International Studies Review,1521-9488,10.1093/isr/viaa020,https://doi.org/10.1093/isr/viaa020
African Affairs,0001-9909,10.1093/afraf/adz021,https://doi.org/10.1093/afraf/adz021
International Affairs,0020-5850,10.1093/ia/iiw003,https://doi.org/10.1093/ia/iiw003
International Affairs,0020-5850,10.1093/ia/iiab201,https://doi.org/10.1093/ia/iiab201
Socio-Economic Review,1475-1461,10.1093/ser/mwx006,https://doi.org/10.1093/ser/mwx006
International Affairs,0020-5850,10.1093/ia/iiab252,https://doi.org/10.1093/ia/iiab252
Policy and Society,1449-4035,10.1016/j.polsoc.2016.06.002,https://doi.org/10.1016/j.polsoc.2016.06.002
Human Rights Law Review,1461-7781,10.1093/hrlr/ngac035,https://doi.org/10.1093/hrlr/ngac035
International Affairs,0020-5850,10.1093/ia/iiae250,https://doi.org/10.1093/ia/iiae250
International Studies Review,1521-9488,10.1093/isr/viac034,https://doi.org/10.1093/isr/viac034
International Studies Quarterly,0020-8833,10.1111/isqu.12051,https://doi.org/10.1111/isqu.12051
Parliamentary Affairs,0031-2290,10.1093/pa/gss057,https://doi.org/10.1093/pa/gss057
Political Science Quarterly,0032-3195,10.1002/polq.12623,https://doi.org/10.1002/polq.12623
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijac015,https://doi.org/10.1093/ijtj/ijac015
Socio-Economic Review,1475-1461,10.1093/ser/mwab031,https://doi.org/10.1093/ser/mwab031
International Affairs,0020-5850,10.1093/ia/iiac144,https://doi.org/10.1093/ia/iiac144
Foreign Policy Analysis,1743-8586,10.1111/fpa.12018,https://doi.org/10.1111/fpa.12018
Public Opinion Quarterly,0033-362X,10.1093/poq/nfv045,https://doi.org/10.1093/poq/nfv045
Science and Public Policy,0302-3427,10.1093/scipol/scs011,https://doi.org/10.1093/scipol/scs011
International Affairs,0020-5850,10.1093/ia/iiy221,https://doi.org/10.1093/ia/iiy221
Public Opinion Quarterly,0033-362X,10.1093/poq/nfv025,https://doi.org/10.1093/poq/nfv025
Human Rights Law Review,1461-7781,10.1093/hrlr/ngv005,https://doi.org/10.1093/hrlr/ngv005
Political Science Quarterly,0032-3195,10.1002/polq.12834,https://doi.org/10.1002/polq.12834
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/mus008,https://doi.org/10.1093/jopart/mus008
European Journal of International Law,0938-5428,10.1093/ejil/chy069,https://doi.org/10.1093/ejil/chy069
European Journal of International Law,0938-5428,10.1093/ejil/chaa081,https://doi.org/10.1093/ejil/chaa081
International Affairs,0020-5850,10.1093/ia/iiaa203,https://doi.org/10.1093/ia/iiaa203
International Affairs,0020-5850,10.1093/ia/iiz033,https://doi.org/10.1093/ia/iiz033
International Studies Review,1521-9488,10.1111/misr.12224,https://doi.org/10.1111/misr.12224
Human Rights Law Review,1461-7781,10.1093/hrlr/ngt023,https://doi.org/10.1093/hrlr/ngt023
Political Science Quarterly,0032-3195,10.1002/polq.13137,https://doi.org/10.1002/polq.13137
Foreign Policy Analysis,1743-8586,10.1093/fpa/oraa007,https://doi.org/10.1093/fpa/oraa007
Policy and Society,1449-4035,10.1080/14494035.2020.1783787,https://doi.org/10.1080/14494035.2020.1783787
Political Science Quarterly,0032-3195,10.1002/polq.12384,https://doi.org/10.1002/polq.12384
International Studies Quarterly,0020-8833,10.1093/isq/sqaa079,https://doi.org/10.1093/isq/sqaa079
International Affairs,0020-5850,10.1093/ia/iiad024,https://doi.org/10.1093/ia/iiad024
African Affairs,0001-9909,10.1093/afraf/adw039,https://doi.org/10.1093/afraf/adw039
Human Rights Law Review,1461-7781,10.1093/hrlr/ngaa008,https://doi.org/10.1093/hrlr/ngaa008
International Affairs,0020-5850,10.1093/ia/iiae129,https://doi.org/10.1093/ia/iiae129
Political Science Quarterly,0032-3195,10.1002/polq.12944,https://doi.org/10.1002/polq.12944
International Affairs,0020-5850,10.1093/ia/iiab029,https://doi.org/10.1093/ia/iiab029
International Studies Quarterly,0020-8833,10.1093/isq/sqab018,https://doi.org/10.1093/isq/sqab018
European Journal of International Law,0938-5428,10.1093/ejil/chw017,https://doi.org/10.1093/ejil/chw017
Science and Public Policy,0302-3427,10.1093/scipol/scab006,https://doi.org/10.1093/scipol/scab006
Policy and Society,1449-4035,10.1016/j.polsoc.2010.09.002,https://doi.org/10.1016/j.polsoc.2010.09.002
International Affairs,0020-5850,10.1093/ia/iiy269,https://doi.org/10.1093/ia/iiy269
Public Opinion Quarterly,0033-362X,10.1093/poq/nfw065,https://doi.org/10.1093/poq/nfw065
Science and Public Policy,0302-3427,10.1093/scipol/scw071,https://doi.org/10.1093/scipol/scw071
Science and Public Policy,0302-3427,10.1093/scipol/sct086,https://doi.org/10.1093/scipol/sct086
Science and Public Policy,0302-3427,10.1093/scipol/sct090,https://doi.org/10.1093/scipol/sct090
European Journal of International Law,0938-5428,10.1093/ejil/chac061,https://doi.org/10.1093/ejil/chac061
Policy and Society,1449-4035,10.1093/polsoc/puae002,https://doi.org/10.1093/polsoc/puae002
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjab034,https://doi.org/10.1093/publius/pjab034
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edr037,https://doi.org/10.1093/ijpor/edr037
Parliamentary Affairs,0031-2290,10.1093/pa/gsv047,https://doi.org/10.1093/pa/gsv047
Political Science Quarterly,0032-3195,10.1002/polq.12348,https://doi.org/10.1002/polq.12348
International Affairs,0020-5850,10.1093/ia/iiz196,https://doi.org/10.1093/ia/iiz196
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edab002,https://doi.org/10.1093/ijpor/edab002
International Affairs,0020-5850,10.1093/ia/iiz073,https://doi.org/10.1093/ia/iiz073
International Studies Review,1521-9488,10.1093/isr/viaa005,https://doi.org/10.1093/isr/viaa005
Public Opinion Quarterly,0033-362X,10.1093/poq/nfs088,https://doi.org/10.1093/poq/nfs088
Socio-Economic Review,1475-1461,10.1093/ser/mwae051,https://doi.org/10.1093/ser/mwae051
International Studies Review,1521-9488,10.1111/j.1468-2486.2009.00918.x,https://doi.org/10.1111/j.1468-2486.2009.00918.x
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijx035,https://doi.org/10.1093/ijtj/ijx035
European Journal of International Law,0938-5428,10.1093/ejil/chz053,https://doi.org/10.1093/ejil/chz053
International Affairs,0020-5850,10.1111/j.1468-2346.2010.00920.x,https://doi.org/10.1111/j.1468-2346.2010.00920.x
European Journal of International Law,0938-5428,10.1093/ejil/cht026,https://doi.org/10.1093/ejil/cht026
International Studies Perspectives,1528-3577,10.1093/isp/ekv001,https://doi.org/10.1093/isp/ekv001
Parliamentary Affairs,0031-2290,10.1093/pa/gst010,https://doi.org/10.1093/pa/gst010
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjz020,https://doi.org/10.1093/publius/pjz020
Public Opinion Quarterly,0033-362X,10.1093/poq/nfs038,https://doi.org/10.1093/poq/nfs038
Policy and Society,1449-4035,10.1080/14494035.2019.1579505,https://doi.org/10.1080/14494035.2019.1579505
Socio-Economic Review,1475-1461,10.1093/ser/mwy031,https://doi.org/10.1093/ser/mwy031
International Political Sociology,1749-5679,10.1111/ips.2012.6.issue-4,https://doi.org/10.1111/ips.2012.6.issue-4
International Political Sociology,1749-5679,10.1111/ips.12011_2,https://doi.org/10.1111/ips.12011_2
International Studies Quarterly,0020-8833,10.1111/isqu.12027,https://doi.org/10.1111/isqu.12027
Political Science Quarterly,0032-3195,10.1002/polq.12433,https://doi.org/10.1002/polq.12433
International Studies Quarterly,0020-8833,10.1093/isq/sqae065,https://doi.org/10.1093/isq/sqae065
International Affairs,0020-5850,10.1111/1468-2346.12354,https://doi.org/10.1111/1468-2346.12354
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pju044,https://doi.org/10.1093/publius/pju044
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijac028,https://doi.org/10.1093/ijtj/ijac028
International Studies Review,1521-9488,10.1111/j.1468-2486.2012.01100.x,https://doi.org/10.1111/j.1468-2486.2012.01100.x
Human Rights Law Review,1461-7781,10.1093/hrlr/ngr033,https://doi.org/10.1093/hrlr/ngr033
Political Science Quarterly,0032-3195,10.1093/psquar/qqae030,https://doi.org/10.1093/psquar/qqae030
International Affairs,0020-5850,10.1093/ia/iix071,https://doi.org/10.1093/ia/iix071
Human Rights Law Review,1461-7781,10.1093/hrlr/ngx032,https://doi.org/10.1093/hrlr/ngx032
Parliamentary Affairs,0031-2290,10.1093/pa/gsab064,https://doi.org/10.1093/pa/gsab064
Political Science Quarterly,0032-3195,10.1002/polq.13310,https://doi.org/10.1002/polq.13310
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijs023,https://doi.org/10.1093/ijtj/ijs023
International Affairs,0020-5850,10.1093/ia/iiz216,https://doi.org/10.1093/ia/iiz216
Science and Public Policy,0302-3427,10.1093/scipol/scab080,https://doi.org/10.1093/scipol/scab080
Political Science Quarterly,0032-3195,10.1002/polq.13279,https://doi.org/10.1002/polq.13279
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edz027,https://doi.org/10.1093/ijpor/edz027
International Affairs,0020-5850,10.1093/ia/iiad245,https://doi.org/10.1093/ia/iiad245
European Journal of International Law,0938-5428,10.1093/ejil/chs067,https://doi.org/10.1093/ejil/chs067
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijx018,https://doi.org/10.1093/ijtj/ijx018
African Affairs,0001-9909,10.1093/afraf/adv065,https://doi.org/10.1093/afraf/adv065
International Studies Review,1521-9488,10.1111/j.1468-2486.2010.00965.x,https://doi.org/10.1111/j.1468-2486.2010.00965.x
Public Opinion Quarterly,0033-362X,10.1093/poq/nfz055,https://doi.org/10.1093/poq/nfz055
Policy and Society,1449-4035,10.1016/j.polsoc.2016.02.001,https://doi.org/10.1016/j.polsoc.2016.02.001
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjv028,https://doi.org/10.1093/publius/pjv028
Parliamentary Affairs,0031-2290,10.1093/pa/gsq001,https://doi.org/10.1093/pa/gsq001
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pju053,https://doi.org/10.1093/publius/pju053
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muu083,https://doi.org/10.1093/jopart/muu083
Public Opinion Quarterly,0033-362X,10.1093/poq/nfu050,https://doi.org/10.1093/poq/nfu050
Human Rights Law Review,1461-7781,10.1093/hrlr/ngy039,https://doi.org/10.1093/hrlr/ngy039
International Affairs,0020-5850,10.1093/ia/iiad143,https://doi.org/10.1093/ia/iiad143
International Journal of Public Opinion Research,0954-2892,10.1093/ijpor/edw035,https://doi.org/10.1093/ijpor/edw035
International Studies Review,1521-9488,10.1093/isr/viae044,https://doi.org/10.1093/isr/viae044
International Affairs,0020-5850,10.1111/1468-2346.12141,https://doi.org/10.1111/1468-2346.12141
International Affairs,0020-5850,10.1093/ia/iix036,https://doi.org/10.1093/ia/iix036
African Affairs,0001-9909,10.1093/afraf/ads005,https://doi.org/10.1093/afraf/ads005
International Studies Review,1521-9488,10.1111/misr.12052,https://doi.org/10.1111/misr.12052
Human Rights Law Review,1461-7781,10.1093/hrlr/ngs001,https://doi.org/10.1093/hrlr/ngs001
International Affairs,0020-5850,10.1093/ia/iiaa179,https://doi.org/10.1093/ia/iiaa179
International Political Sociology,1749-5679,10.1093/ips/olz025,https://doi.org/10.1093/ips/olz025
International Studies Review,1521-9488,10.1111/j.1468-2486.2010.00979.x,https://doi.org/10.1111/j.1468-2486.2010.00979.x
International Political Sociology,1749-5679,10.1093/ips/olab030,https://doi.org/10.1093/ips/olab030
International Studies Review,1521-9488,10.1111/j.1468-2486.2010.00970.x,https://doi.org/10.1111/j.1468-2486.2010.00970.x
International Affairs,0020-5850,10.1093/ia/iiab260,https://doi.org/10.1093/ia/iiab260
Chinese Journal of International Politics,1750-8916,10.1093/cjip/poz001,https://doi.org/10.1093/cjip/poz001
International Affairs,0020-5850,10.1093/ia/iiad180,https://doi.org/10.1093/ia/iiad180
Political Science Quarterly,0032-3195,10.1093/psquar/qqad069,https://doi.org/10.1093/psquar/qqad069
Public Opinion Quarterly,0033-362X,10.1093/poq/nfac004,https://doi.org/10.1093/poq/nfac004
International Affairs,0020-5850,10.1093/ia/iiy035,https://doi.org/10.1093/ia/iiy035
Parliamentary Affairs,0031-2290,10.1093/pa/gsab032,https://doi.org/10.1093/pa/gsab032
Political Science Quarterly,0032-3195,10.1002/polq.12066,https://doi.org/10.1002/polq.12066
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muw075,https://doi.org/10.1093/jopart/muw075
African Affairs,0001-9909,10.1093/afraf/adad012,https://doi.org/10.1093/afraf/adad012
Publius-the Journal of Federalism,0048-5950,10.1093/publius/pjaa025,https://doi.org/10.1093/publius/pjaa025
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijab001,https://doi.org/10.1093/ijtj/ijab001
Parliamentary Affairs,0031-2290,10.1093/pa/gsq013,https://doi.org/10.1093/pa/gsq013
International Studies Review,1521-9488,10.1111/misr.2010.12.issue-3,https://doi.org/10.1111/misr.2010.12.issue-3
Human Rights Law Review,1461-7781,10.1093/hrlr/ngac014,https://doi.org/10.1093/hrlr/ngac014
International Affairs,0020-5850,10.1093/ia/iiz039,https://doi.org/10.1093/ia/iiz039
International Studies Quarterly,0020-8833,10.1111/j.1468-2478.2010.00643.x,https://doi.org/10.1111/j.1468-2478.2010.00643.x
Policy and Society,1449-4035,10.1016/j.polsoc.2012.09.005,https://doi.org/10.1016/j.polsoc.2012.09.005
European Journal of International Law,0938-5428,10.1093/ejil/chac051,https://doi.org/10.1093/ejil/chac051
International Journal of Transitional Justice,1752-7716,10.1093/ijtj/ijw018,https://doi.org/10.1093/ijtj/ijw018
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muu031,https://doi.org/10.1093/jopart/muu031
International Affairs,0020-5850,10.1093/ia/iiw008,https://doi.org/10.1093/ia/iiw008
Public Opinion Quarterly,0033-362X,10.1093/poq/nfs025,https://doi.org/10.1093/poq/nfs025
African Affairs,0001-9909,10.1093/afraf/adu014,https://doi.org/10.1093/afraf/adu014
Socio-Economic Review,1475-1461,10.1093/ser/mwx061,https://doi.org/10.1093/ser/mwx061
African Affairs,0001-9909,10.1093/afraf/adr044,https://doi.org/10.1093/afraf/adr044
International Affairs,0020-5850,10.1093/ia/iiab076,https://doi.org/10.1093/ia/iiab076
European Journal of International Law,0938-5428,10.1093/ejil/chy014,https://doi.org/10.1093/ejil/chy014
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/muy056,https://doi.org/10.1093/jopart/muy056
Public Opinion Quarterly,0033-362X,10.1093/poq/nfz008,https://doi.org/10.1093/poq/nfz008
Perspectives on Public Management and Governance,2398-4910,10.1093/ppmgov/gvad005,https://doi.org/10.1093/ppmgov/gvad005
European Journal of International Law,0938-5428,10.1093/ejil/chr077,https://doi.org/10.1093/ejil/chr077
International Affairs,0020-5850,10.1093/ia/iiaa031,https://doi.org/10.1093/ia/iiaa031
International Affairs,0020-5850,10.1093/ia/iix264,https://doi.org/10.1093/ia/iix264
International Studies Review,1521-9488,10.1093/isr/vix054,https://doi.org/10.1093/isr/vix054
African Affairs,0001-9909,10.1093/afraf/adab033,https://doi.org/10.1093/afraf/adab033
Journal of Public Administration Research and Theory,1053-1858,10.1093/jopart/mur014,https://doi.org/10.1093/jopart/mur014
Human Rights Law Review,1461-7781,10.1093/hrlr/ngz006,https://doi.org/10.1093/hrlr/ngz006
International Affairs,0020-5850,10.1111/1468-2346.12048,https://doi.org/10.1111/1468-2346.12048
International Studies Review,1521-9488,10.1093/isr/viad005,https://doi.org/10.1093/isr/viad005
International Affairs,0020-5850,10.1111/1468-2346.12730,https://doi.org/10.1111/1468-2346.12730
